subj,exp,item,condition,order,clauseType,position,word,Q,RT,logW,logWCD,Wlength,Nstrokes
24,e4,2,b,SVO,RC,11,而且,-,499,4.29,3.71,2,11
24,e4,2,b,SVO,RC,12,痴迷,-,273,2.17,2.16,2,22
24,e4,2,b,SVO,RC,13,时尚。,-,218,3.05,2.65,2,15
24,e4,2,b,SVO,RC,?,Y,1,1948,,,,
24,e4,3,c,TSV,MC,0,这项,-,273,2.44,2.37,2,16
24,e4,3,c,TSV,MC,1,新锐,-,196,0.6,0.6,2,25
24,e4,3,c,TSV,MC,2,计划,-,183,3.96,3.53,2,10
24,e4,3,c,TSV,MC,3,同意,-,245,3.76,3.46,2,19
24,e4,3,c,TSV,MC,4,新政,-,396,0.9,0.9,2,22
24,e4,3,c,TSV,MC,5,的,-,328,6.23,3.8,1,8
24,e4,3,c,TSV,MC,6,人,-,262,5.29,3.8,1,2
24,e4,3,c,TSV,MC,7,通常,-,192,3.36,3.22,2,21
24,e4,3,c,TSV,MC,8,都,-,796,5.25,3.8,1,10
24,e4,3,c,TSV,MC,9,同意,-,248,3.76,3.46,2,19
24,e4,3,c,TSV,MC,10,实施,-,229,2.62,2.53,2,17
24,e4,3,c,TSV,MC,11,而且,-,337,4.29,3.71,2,11
24,e4,3,c,TSV,MC,12,坚信,-,328,2.6,2.52,2,16
24,e4,3,c,TSV,MC,13,有益。,-,316,2.23,2.21,2,16
24,e4,3,c,TSV,MC,?,N,1,2757,,,,
24,e4,4,a,TSV,RC,0,这门,-,299,3.64,3.64,2,10
24,e4,4,a,TSV,RC,1,古老,-,213,2.78,2.63,2,11
24,e4,4,a,TSV,RC,2,手艺,-,190,2.12,2.07,2,8
24,e4,4,a,TSV,RC,3,厌倦,-,186,2.87,2.76,2,16
24,e4,4,a,TSV,RC,4,学习,-,199,3.38,3.14,2,11
24,e4,4,a,TSV,RC,5,的,-,194,6.23,3.8,1,8
24,e4,4,a,TSV,RC,6,人,-,255,5.29,3.8,1,2
24,e4,4,a,TSV,RC,7,大多,-,243,2.31,2.27,2,9
24,e4,4,a,TSV,RC,8,都,-,280,5.25,3.8,1,10
24,e4,4,a,TSV,RC,9,厌倦,-,188,2.87,2.76,2,16
24,e4,4,a,TSV,RC,10,传统,-,195,3.1,2.93,2,15
24,e4,4,a,TSV,RC,11,而且,-,200,4.29,3.71,2,11
24,e4,4,a,TSV,RC,12,难守,-,243,2.24,2.24,2,16
24,e4,4,a,TSV,RC,13,初心。,-,410,2.17,2.17,2,11
24,e4,4,a,TSV,RC,?,Y,1,2261,,,,
24,e4,5,b,SVO,RC,0,习惯,-,313,3.35,3.21,2,14
24,e4,5,b,SVO,RC,1,饮用,-,713,1.49,1.36,2,12
24,e4,5,b,SVO,RC,2,这款,-,194,3.63,3.63,2,19
24,e4,5,b,SVO,RC,3,草药,-,205,1.99,1.81,2,18
24,e4,5,b,SVO,RC,4,饮料,-,214,2.97,2.82,2,17
24,e4,5,b,SVO,RC,5,的,-,208,6.23,3.8,1,8
24,e4,5,b,SVO,RC,6,人,-,193,5.29,3.8,1,2
24,e4,5,b,SVO,RC,7,通常,-,183,3.36,3.22,2,21
24,e4,5,b,SVO,RC,8,都,-,175,5.25,3.8,1,10
24,e4,5,b,SVO,RC,9,习惯,-,145,3.35,3.21,2,14
24,e4,5,b,SVO,RC,10,凉茶,-,169,1.4,1.4,2,19
24,e4,5,b,SVO,RC,11,因为,-,153,4.78,3.79,2,10
24,e4,5,b,SVO,RC,12,偏好,-,178,1.71,1.66,2,17
24,e4,5,b,SVO,RC,13,苦味。,-,192,0.48,0.48,2,16
24,e4,5,b,SVO,RC,?,Y,1,1358,,,,
24,e4,6,c,TSV,MC,0,这个,-,187,4.96,3.79,2,10
24,e4,6,c,TSV,MC,1,合资,-,197,0.85,0.78,2,16
24,e4,6,c,TSV,MC,2,项目,-,227,3.25,2.88,2,14
24,e4,6,c,TSV,MC,3,期待,-,308,3.24,3.09,2,21
24,e4,6,c,TSV,MC,4,共赢,-,210,2.17,2.17,2,23
24,e4,6,c,TSV,MC,5,的,-,204,6.23,3.8,1,8
24,e4,6,c,TSV,MC,6,人,-,217,5.29,3.8,1,2
24,e4,6,c,TSV,MC,7,同样,-,235,3.47,3.3,2,16
24,e4,6,c,TSV,MC,8,都,-,241,5.25,3.8,1,10
24,e4,6,c,TSV,MC,9,期待,-,240,3.24,3.09,2,21
24,e4,6,c,TSV,MC,10,参与,-,182,3.28,3.11,2,11
24,e4,6,c,TSV,MC,11,以便,-,183,2.52,2.48,2,13
24,e4,6,c,TSV,MC,12,获得,-,168,3.43,3.22,2,21
24,e4,6,c,TSV,MC,13,盈利。,-,140,1.82,1.69,2,16
24,e4,6,c,TSV,MC,?,Y,1,1366,,,,
24,e4,7,a,TSV,RC,0,这种,-,417,4.16,3.69,2,16
24,e4,7,a,TSV,RC,1,慈善,-,191,3.06,2.66,2,25
24,e4,7,a,TSV,RC,2,组织,-,233,3.53,3.18,2,16
24,e4,7,a,TSV,RC,3,致力,-,250,2.23,2.19,2,12
24,e4,7,a,TSV,RC,4,参加,-,253,3.91,3.5,2,13
24,e4,7,a,TSV,RC,5,的,-,196,6.23,3.8,1,8
24,e4,7,a,TSV,RC,6,人,-,212,5.29,3.8,1,2
24,e4,7,a,TSV,RC,7,大多,-,235,2.31,2.27,2,9
24,e4,7,a,TSV,RC,8,都,-,279,5.25,3.8,1,10
24,e4,7,a,TSV,RC,9,致力,-,212,2.23,2.19,2,12
24,e4,7,a,TSV,RC,10,公益,-,151,1.82,1.72,2,14
24,e4,7,a,TSV,RC,11,以便,-,165,2.52,2.48,2,13
24,e4,7,a,TSV,RC,12,造福,-,192,1.48,1.42,2,23
24,e4,7,a,TSV,RC,13,社会。,-,417,3.26,3.05,2,13
24,e4,7,a,TSV,RC,?,N,1,1280,,,,
24,e4,8,b,SVO,RC,0,善于,-,201,2.46,2.41,2,15
24,e4,8,b,SVO,RC,1,接纳,-,295,2.08,2.03,2,18
24,e4,8,b,SVO,RC,2,这种,-,161,4.16,3.69,2,16
24,e4,8,b,SVO,RC,3,新生,-,237,2.41,2.31,2,18
24,e4,8,b,SVO,RC,4,事物,-,609,2.9,2.76,2,16
24,e4,8,b,SVO,RC,5,的,-,209,6.23,3.8,1,8
24,e4,8,b,SVO,RC,6,人,-,200,5.29,3.8,1,2
24,e4,8,b,SVO,RC,7,大多,-,227,2.31,2.27,2,9
24,e4,8,b,SVO,RC,8,都,-,202,5.25,3.8,1,10
24,e4,8,b,SVO,RC,9,善于,-,305,2.46,2.41,2,15
24,e4,8,b,SVO,RC,10,交际,-,173,1.99,1.94,2,13
24,e4,8,b,SVO,RC,11,而且,-,190,4.29,3.71,2,11
24,e4,8,b,SVO,RC,12,勇于,-,211,1.79,1.75,2,12
24,e4,8,b,SVO,RC,13,挑战。,-,188,3.3,2.94,2,18
24,e4,8,b,SVO,RC,?,N,1,1265,,,,
24,e4,9,c,TSV,MC,0,这套,-,188,3.64,3.64,2,17
24,e4,9,c,TSV,MC,1,开明,-,184,1.64,1.57,2,12
24,e4,9,c,TSV,MC,2,方案,-,226,2.8,2.6,2,14
24,e4,9,c,TSV,MC,3,提倡,-,192,1.69,1.67,2,22
24,e4,9,c,TSV,MC,4,自治,-,190,1.53,1.43,2,14
24,e4,9,c,TSV,MC,5,的,-,191,6.23,3.8,1,8
24,e4,9,c,TSV,MC,6,人,-,171,5.29,3.8,1,2
24,e4,9,c,TSV,MC,7,大多,-,261,2.31,2.27,2,9
24,e4,9,c,TSV,MC,8,都,-,255,5.25,3.8,1,10
24,e4,9,c,TSV,MC,9,提倡,-,232,1.69,1.67,2,22
24,e4,9,c,TSV,MC,10,采纳,-,233,1.94,1.88,2,15
24,e4,9,c,TSV,MC,11,以便,-,219,2.52,2.48,2,13
24,e4,9,c,TSV,MC,12,提高,-,199,2.83,2.75,2,22
24,e4,9,c,TSV,MC,13,效率。,-,202,2.27,2.18,2,21
24,e4,9,c,TSV,MC,?,Y,1,2920,,,,
24,e4,10,a,TSV,RC,0,这项,-,396,2.44,2.37,2,16
24,e4,10,a,TSV,RC,1,枯燥,-,232,2.03,1.94,2,26
24,e4,10,a,TSV,RC,2,工作,-,220,4.48,3.72,2,10
24,e4,10,a,TSV,RC,3,乐于,-,255,2.15,2.1,2,8
24,e4,10,a,TSV,RC,4,从事,-,251,2.6,2.52,2,12
24,e4,10,a,TSV,RC,5,的,-,244,6.23,3.8,1,8
24,e4,10,a,TSV,RC,6,人,-,242,5.29,3.8,1,2
24,e4,10,a,TSV,RC,7,常常,-,245,2.87,2.79,2,22
24,e4,10,a,TSV,RC,8,也,-,195,5.12,3.79,1,3
24,e4,10,a,TSV,RC,9,乐于,-,192,2.15,2.1,2,8
24,e4,10,a,TSV,RC,10,科研,-,168,1.71,1.61,2,18
24,e4,10,a,TSV,RC,11,并且,-,175,3.64,3.33,2,11
24,e4,10,a,TSV,RC,12,安于,-,155,0.9,0.9,2,9
24,e4,10,a,TSV,RC,13,贫困。,-,192,2.16,1.96,2,15
24,e4,10,a,TSV,RC,?,N,1,1901,,,,
24,e4,11,b,SVO,RC,0,倡导,-,280,1.43,1.4,2,16
24,e4,11,b,SVO,RC,1,开发,-,177,2.5,2.37,2,9
24,e4,11,b,SVO,RC,2,这种,-,197,4.16,3.69,2,16
24,e4,11,b,SVO,RC,3,智能,-,193,2.1,1.88,2,22
24,e4,11,b,SVO,RC,4,技术,-,173,3.33,3.12,2,12
24,e4,11,b,SVO,RC,5,的,-,368,6.23,3.8,1,8
24,e4,11,b,SVO,RC,6,人,-,201,5.29,3.8,1,2
24,e4,11,b,SVO,RC,7,通常,-,178,3.36,3.22,2,21
24,e4,11,b,SVO,RC,8,都,-,169,5.25,3.8,1,10
24,e4,11,b,SVO,RC,9,倡导,-,165,1.43,1.4,2,16
24,e4,11,b,SVO,RC,10,创新,-,165,2.19,2.08,2,19
24,e4,11,b,SVO,RC,11,以便,-,147,2.52,2.48,2,13
24,e4,11,b,SVO,RC,12,着眼,-,186,1.82,1.79,2,22
24,e4,11,b,SVO,RC,13,未来。,-,459,3.54,3.23,2,12
24,e4,11,b,SVO,RC,?,N,1,1420,,,,
24,e4,12,c,TSV,MC,0,这支,-,249,3.64,3.64,2,11
24,e4,12,c,TSV,MC,1,多元,-,231,0.6,0.3,2,10
24,e4,12,c,TSV,MC,2,团队,-,187,3.14,2.83,2,10
24,e4,12,c,TSV,MC,3,推崇,-,209,1.46,1.43,2,22
24,e4,12,c,TSV,MC,4,合作,-,225,3.52,3.26,2,13
24,e4,12,c,TSV,MC,5,的,-,275,6.23,3.8,1,8
24,e4,12,c,TSV,MC,6,人,-,278,5.29,3.8,1,2
24,e4,12,c,TSV,MC,7,通常,-,192,3.36,3.22,2,21
24,e4,12,c,TSV,MC,8,都,-,329,5.25,3.8,1,10
24,e4,12,c,TSV,MC,9,推崇,-,188,1.46,1.43,2,22
24,e4,12,c,TSV,MC,10,组建,-,166,2.21,2.15,2,16
24,e4,12,c,TSV,MC,11,以便,-,157,2.52,2.48,2,13
24,e4,12,c,TSV,MC,12,取长,-,160,0.6,0.6,2,12
24,e4,12,c,TSV,MC,13,补短。,-,160,0.6,0.6,2,19
24,e4,12,c,TSV,MC,?,N,1,1404,,,,
24,e4,13,a,TSV,RC,0,这次,-,358,3.55,3.36,2,13
24,e4,13,a,TSV,RC,1,公开,-,210,2.99,2.83,2,8
24,e4,13,a,TSV,RC,2,投票,-,292,3.57,2.82,2,18
24,e4,13,a,TSV,RC,3,支持,-,351,3.58,3.31,2,13
24,e4,13,a,TSV,RC,4,举行,-,212,3.03,2.89,2,15
24,e4,13,a,TSV,RC,5,的,-,196,6.23,3.8,1,8
24,e4,13,a,TSV,RC,6,人,-,190,5.29,3.8,1,2
24,e4,13,a,TSV,RC,7,大多,-,221,2.31,2.27,2,9
24,e4,13,a,TSV,RC,8,都,-,236,5.25,3.8,1,10
24,e4,13,a,TSV,RC,9,支持,-,265,3.58,3.31,2,13
24,e4,13,a,TSV,RC,10,民主,-,232,2.58,2.32,2,10
24,e4,13,a,TSV,RC,11,而且,-,156,4.29,3.71,2,11
24,e4,13,a,TSV,RC,12,追求,-,188,2.88,2.78,2,16
24,e4,13,a,TSV,RC,13,公正。,-,177,2.78,2.63,2,9
24,e4,13,a,TSV,RC,?,N,1,1649,,,,
24,e4,14,b,SVO,RC,0,注意,-,279,3.85,3.55,2,21
24,e4,14,b,SVO,RC,1,购买,-,238,2.57,2.48,2,14
24,e4,14,b,SVO,RC,2,这种,-,198,4.16,3.69,2,16
24,e4,14,b,SVO,RC,3,健康,-,219,3.34,3.13,2,21
24,e4,14,b,SVO,RC,4,食品,-,221,2.83,2.67,2,18
24,e4,14,b,SVO,RC,5,的,-,242,6.23,3.8,1,8
24,e4,14,b,SVO,RC,6,人,-,210,5.29,3.8,1,2
24,e4,14,b,SVO,RC,7,大多,-,193,2.31,2.27,2,9
24,e4,14,b,SVO,RC,8,都,-,170,5.25,3.8,1,10
24,e4,14,b,SVO,RC,9,注意,-,188,3.85,3.55,2,21
24,e4,14,b,SVO,RC,10,养生,-,194,0.7,0.7,2,14
24,e4,14,b,SVO,RC,11,而且,-,164,4.29,3.71,2,11
24,e4,14,b,SVO,RC,12,重视,-,204,2.46,2.4,2,17
24,e4,14,b,SVO,RC,13,品质。,-,209,2.31,2.21,2,17
24,e4,14,b,SVO,RC,?,N,1,1032,,,,
24,e4,15,c,TSV,MC,0,这类,-,368,3.63,3.63,2,16
24,e4,15,c,TSV,MC,1,集体,-,231,2.46,2.34,2,19
24,e4,15,c,TSV,MC,2,活动,-,274,3.45,3.22,2,15
24,e4,15,c,TSV,MC,3,不喜,-,670,4.01,4.01,2,16
24,e4,15,c,TSV,MC,4,社交,-,320,2.72,2.57,2,13
24,e4,15,c,TSV,MC,5,的,-,244,6.23,3.8,1,8
24,e4,15,c,TSV,MC,6,人,-,453,5.29,3.8,1,2
24,e4,15,c,TSV,MC,7,大多,-,248,2.31,2.27,2,9
24,e4,15,c,TSV,MC,8,都,-,237,5.25,3.8,1,10
24,e4,15,c,TSV,MC,9,不喜,-,448,4.01,4.01,2,16
24,e4,15,c,TSV,MC,10,参加,-,340,3.91,3.5,2,13
24,e4,15,c,TSV,MC,11,因为,-,195,4.78,3.79,2,10
24,e4,15,c,TSV,MC,12,享受,-,154,3.49,3.29,2,16
24,e4,15,c,TSV,MC,13,独处。,-,519,2.48,2.4,2,14
24,e4,15,c,TSV,MC,?,Y,1,1994,,,,
24,e4,16,a,TSV,RC,0,这个,-,334,4.96,3.79,2,10
24,e4,16,a,TSV,RC,1,棘手,-,506,2.5,2.47,2,16
24,e4,16,a,TSV,RC,2,问题,-,189,4.52,3.77,2,21
24,e4,16,a,TSV,RC,3,避免,-,189,2.95,2.88,2,23
24,e4,16,a,TSV,RC,4,回答,-,316,3.61,3.36,2,18
24,e4,16,a,TSV,RC,5,的,-,520,6.23,3.8,1,8
24,e4,16,a,TSV,RC,6,人,-,358,5.29,3.8,1,2
24,e4,16,a,TSV,RC,7,通常,-,176,3.36,3.22,2,21
24,e4,16,a,TSV,RC,8,都,-,200,5.25,3.8,1,10
24,e4,16,a,TSV,RC,9,避免,-,188,2.95,2.88,2,23
24,e4,16,a,TSV,RC,10,失言,-,213,1.08,1.08,2,12
24,e4,16,a,TSV,RC,11,而且,-,471,4.29,3.71,2,11
24,e4,16,a,TSV,RC,12,行事,-,204,2.8,2.73,2,14
24,e4,16,a,TSV,RC,13,谨慎。,-,454,2.64,2.57,2,26
24,e4,16,a,TSV,RC,?,Y,1,2009,,,,
24,e4,17,b,SVO,RC,0,鼓励,-,287,2.8,2.73,2,20
24,e4,17,b,SVO,RC,1,扶持,-,170,1.71,1.64,2,16
24,e4,17,b,SVO,RC,2,这种,-,206,4.16,3.69,2,16
24,e4,17,b,SVO,RC,3,新兴,-,200,1.3,1.3,2,19
24,e4,17,b,SVO,RC,4,行业,-,185,2.68,2.53,2,11
24,e4,17,b,SVO,RC,5,的,-,212,6.23,3.8,1,8
24,e4,17,b,SVO,RC,6,人,-,208,5.29,3.8,1,2
24,e4,17,b,SVO,RC,7,大多,-,182,2.31,2.27,2,9
24,e4,17,b,SVO,RC,8,都,-,176,5.25,3.8,1,10
24,e4,17,b,SVO,RC,9,鼓励,-,169,2.8,2.73,2,20
24,e4,17,b,SVO,RC,10,创业,-,173,1.6,1.59,2,11
24,e4,17,b,SVO,RC,11,而且,-,191,4.29,3.71,2,11
24,e4,17,b,SVO,RC,12,看好,-,164,2.42,2.37,2,15
24,e4,17,b,SVO,RC,13,前景。,-,339,2.06,2.01,2,21
24,e4,17,b,SVO,RC,?,N,1,1956,,,,
24,e4,18,c,TSV,MC,0,这种,-,255,4.16,3.69,2,16
24,e4,18,c,TSV,MC,1,锻炼,-,177,2.66,2.53,2,23
24,e4,18,c,TSV,MC,2,方式,-,199,3.67,3.43,2,10
24,e4,18,c,TSV,MC,3,愿意,-,136,3.96,3.59,2,27
24,e4,18,c,TSV,MC,4,健身,-,186,2.67,2.44,2,17
24,e4,18,c,TSV,MC,5,的,-,190,6.23,3.8,1,8
24,e4,18,c,TSV,MC,6,人,-,173,5.29,3.8,1,2
24,e4,18,c,TSV,MC,7,通常,-,123,3.36,3.22,2,21
24,e4,18,c,TSV,MC,8,都,-,224,5.25,3.8,1,10
24,e4,18,c,TSV,MC,9,愿意,-,200,3.96,3.59,2,27
24,e4,18,c,TSV,MC,10,选择,-,158,3.9,3.53,2,17
24,e4,18,c,TSV,MC,11,以便,-,159,2.52,2.48,2,13
24,e4,18,c,TSV,MC,12,延缓,-,164,1.71,1.63,2,18
24,e4,18,c,TSV,MC,13,衰老。,-,303,2.03,1.9,2,16
24,e4,18,c,TSV,MC,?,Y,1,1023,,,,
24,e4,19,a,TSV,RC,0,这类,-,442,3.63,3.63,2,16
24,e4,19,a,TSV,RC,1,安全,-,179,3.98,3.52,2,12
24,e4,19,a,TSV,RC,2,问题,-,166,4.52,3.77,2,21
24,e4,19,a,TSV,RC,3,关注,-,173,3.14,3,2,14
24,e4,19,a,TSV,RC,4,解决,-,182,3.77,3.47,2,19
24,e4,19,a,TSV,RC,5,的,-,190,6.23,3.8,1,8
24,e4,19,a,TSV,RC,6,人,-,133,5.29,3.8,1,2
24,e4,19,a,TSV,RC,7,通常,-,224,3.36,3.22,2,21
24,e4,19,a,TSV,RC,8,都,-,266,5.25,3.8,1,10
24,e4,19,a,TSV,RC,9,关注,-,211,3.14,3,2,14
24,e4,19,a,TSV,RC,10,民生,-,135,1.2,0.3,2,10
24,e4,19,a,TSV,RC,11,因为,-,179,4.78,3.79,2,10
24,e4,19,a,TSV,RC,12,心系,-,304,2.17,2.17,2,11
24,e4,19,a,TSV,RC,13,百姓。,-,413,2.13,2,2,14
24,e4,19,a,TSV,RC,?,N,1,1202,,,,
24,e4,20,b,SVO,RC,0,注重,-,231,2.13,2.1,2,17
24,e4,20,b,SVO,RC,1,培养,-,205,2.54,2.47,2,20
24,e4,20,b,SVO,RC,2,这种,-,223,4.16,3.69,2,16
24,e4,20,b,SVO,RC,3,思维,-,214,2.56,2.44,2,20
24,e4,20,b,SVO,RC,4,能力,-,197,3.62,3.28,2,12
24,e4,20,b,SVO,RC,5,的,-,235,6.23,3.8,1,8
24,e4,20,b,SVO,RC,6,人,-,236,5.29,3.8,1,2
24,e4,20,b,SVO,RC,7,通常,-,208,3.36,3.22,2,21
24,e4,20,b,SVO,RC,8,都,-,306,5.25,3.8,1,10
24,e4,20,b,SVO,RC,9,注重,-,211,2.13,2.1,2,17
24,e4,20,b,SVO,RC,10,实践,-,223,2.18,2.12,2,20
24,e4,20,b,SVO,RC,11,而且,-,197,4.29,3.71,2,11
24,e4,20,b,SVO,RC,12,看重,-,178,2.15,2.11,2,18
24,e4,20,b,SVO,RC,13,经验。,-,181,3.17,3.03,2,18
24,e4,20,b,SVO,RC,?,Y,1,3168,,,,
24,e4,21,c,TSV,MC,0,这款,-,225,3.63,3.63,2,19
24,e4,21,c,TSV,MC,1,网络,-,247,2.99,2.76,2,15
24,e4,21,c,TSV,MC,2,游戏,-,322,3.76,3.34,2,18
24,e4,21,c,TSV,MC,3,热衷,-,220,2.22,2.18,2,20
24,e4,21,c,TSV,MC,4,电玩,-,210,2.34,2.34,2,13
24,e4,21,c,TSV,MC,5,的,-,172,6.23,3.8,1,8
24,e4,21,c,TSV,MC,6,人,-,175,5.29,3.8,1,2
24,e4,21,c,TSV,MC,7,通常,-,170,3.36,3.22,2,21
24,e4,21,c,TSV,MC,8,都,-,194,5.25,3.8,1,10
24,e4,21,c,TSV,MC,9,热衷,-,106,2.22,2.18,2,20
24,e4,21,c,TSV,MC,10,追逐,-,205,2.38,2.29,2,19
24,e4,21,c,TSV,MC,11,而且,-,200,4.29,3.71,2,11
24,e4,21,c,TSV,MC,12,喜欢,-,146,4.66,3.77,2,18
24,e4,21,c,TSV,MC,13,联机。,-,363,1.11,0.85,2,18
24,e4,21,c,TSV,MC,?,N,1,1482,,,,
24,e4,22,a,TSV,RC,0,这项,-,196,2.44,2.37,2,16
24,e4,22,a,TSV,RC,1,预约,-,192,2.83,2.67,2,16
24,e4,22,a,TSV,RC,2,服务,-,175,3.38,3.17,2,13
24,e4,22,a,TSV,RC,3,乐意,-,202,3.24,3.13,2,18
24,e4,22,a,TSV,RC,4,使用,-,417,3.48,3.25,2,13
24,e4,22,a,TSV,RC,5,的,-,227,6.23,3.8,1,8
24,e4,22,a,TSV,RC,6,人,-,189,5.29,3.8,1,2
24,e4,22,a,TSV,RC,7,通常,-,173,3.36,3.22,2,21
24,e4,22,a,TSV,RC,8,都,-,162,5.25,3.8,1,10
24,e4,22,a,TSV,RC,9,乐意,-,179,3.24,3.13,2,18
24,e4,22,a,TSV,RC,10,上网,-,201,2.51,2.42,2,9
24,e4,22,a,TSV,RC,11,因为,-,197,4.78,3.79,2,10
24,e4,22,a,TSV,RC,12,觉得,-,169,4.71,3.78,2,20
24,e4,22,a,TSV,RC,13,高效。,-,151,1.82,1.68,2,20
24,e4,22,a,TSV,RC,?,Y,1,1075,,,,
24,e4,23,b,SVO,RC,0,喜欢,-,285,4.66,3.77,2,18
24,e4,23,b,SVO,RC,1,佩戴,-,216,1.63,1.56,2,25
24,e4,23,b,SVO,RC,2,这款,-,201,3.63,3.63,2,19
24,e4,23,b,SVO,RC,3,民族,-,207,2.41,2.25,2,16
24,e4,23,b,SVO,RC,4,配饰,-,191,1.61,1.34,2,18
24,e4,23,b,SVO,RC,5,的,-,217,6.23,3.8,1,8
24,e4,23,b,SVO,RC,6,人,-,138,5.29,3.8,1,2
24,e4,23,b,SVO,RC,7,通常,-,145,3.36,3.22,2,21
24,e4,23,b,SVO,RC,8,也,-,204,5.12,3.79,1,3
24,e4,23,b,SVO,RC,9,喜欢,-,351,4.66,3.77,2,18
24,e4,23,b,SVO,RC,10,藏袍,-,205,1.79,1.79,2,27
24,e4,23,b,SVO,RC,11,并且,-,180,3.64,3.33,2,11
24,e4,23,b,SVO,RC,12,酷爱,-,166,1.4,1.4,2,24
24,e4,23,b,SVO,RC,13,旅游。,-,597,2.67,2.56,2,22
24,e4,23,b,SVO,RC,?,N,1,1642,,,,
24,e4,24,c,TSV,MC,0,这款,-,209,3.63,3.63,2,19
24,e4,24,c,TSV,MC,1,高端,-,210,0,0,2,24
24,e4,24,c,TSV,MC,2,产品,-,249,2.94,2.68,2,15
24,e4,24,c,TSV,MC,3,负责,-,188,3.61,3.35,2,14
24,e4,24,c,TSV,MC,4,售后,-,172,0.48,0.3,2,17
24,e4,24,c,TSV,MC,5,的,-,223,6.23,3.8,1,8
24,e4,24,c,TSV,MC,6,人,-,464,5.29,3.8,1,2
24,e4,24,c,TSV,MC,7,同样,-,330,3.47,3.3,2,16
24,e4,24,c,TSV,MC,8,也,-,248,5.12,3.79,1,3
24,e4,24,c,TSV,MC,9,负责,-,194,3.61,3.35,2,14
24,e4,24,c,TSV,MC,10,销售,-,341,2.79,2.62,2,23
24,e4,24,c,TSV,MC,11,以便,-,196,2.52,2.48,2,13
24,e4,24,c,TSV,MC,12,建立,-,157,3.13,3,2,13
24,e4,24,c,TSV,MC,13,口碑。,-,222,1.38,1.36,2,16
24,e4,24,c,TSV,MC,?,Y,1,1378,,,,
25,e4,1,a,TSV,RC,0,这项,-,345,2.44,2.37,2,16
25,e4,1,a,TSV,RC,1,极限,-,248,2.47,2.37,2,15
25,e4,1,a,TSV,RC,2,运动,-,253,3.28,3.04,2,13
25,e4,1,a,TSV,RC,3,敢于,-,237,1.93,1.89,2,14
25,e4,1,a,TSV,RC,4,参加,-,203,3.91,3.5,2,13
25,e4,1,a,TSV,RC,5,的,-,218,6.23,3.8,1,8
25,e4,1,a,TSV,RC,6,人,-,218,5.29,3.8,1,2
25,e4,1,a,TSV,RC,7,通常,-,204,3.36,3.22,2,21
25,e4,1,a,TSV,RC,8,都,-,195,5.25,3.8,1,10
25,e4,1,a,TSV,RC,9,敢于,-,225,1.93,1.89,2,14
25,e4,1,a,TSV,RC,10,冒险,-,186,3.25,3.08,2,18
25,e4,1,a,TSV,RC,11,而且,-,241,4.29,3.71,2,11
25,e4,1,a,TSV,RC,12,玩得,-,216,3.25,3.25,2,19
25,e4,1,a,TSV,RC,13,尽兴。,-,195,2.1,2.05,2,12
25,e4,1,a,TSV,RC,?,Y,1,1946,,,,
25,e4,2,b,SVO,RC,0,喜爱,-,460,2.68,2.58,2,22
25,e4,2,b,SVO,RC,1,参观,-,295,2.68,2.54,2,14
25,e4,2,b,SVO,RC,2,这项,-,239,2.44,2.37,2,16
25,e4,2,b,SVO,RC,3,创意,-,203,2.77,2.53,2,19
25,e4,2,b,SVO,RC,4,展览,-,208,2.4,2.2,2,19
25,e4,2,b,SVO,RC,5,的,-,220,6.23,3.8,1,8
25,e4,2,b,SVO,RC,6,人,-,199,5.29,3.8,1,2
25,e4,2,b,SVO,RC,7,大多,-,177,2.31,2.27,2,9
25,e4,2,b,SVO,RC,8,都,-,206,5.25,3.8,1,10
25,e4,2,b,SVO,RC,9,喜爱,-,223,2.68,2.58,2,22
25,e4,2,b,SVO,RC,10,艺术,-,223,3.16,2.91,2,9
25,e4,2,b,SVO,RC,11,而且,-,116,4.29,3.71,2,11
25,e4,2,b,SVO,RC,12,痴迷,-,221,2.17,2.16,2,22
25,e4,2,b,SVO,RC,13,时尚。,-,482,3.05,2.65,2,15
25,e4,2,b,SVO,RC,?,Y,1,1301,,,,
25,e4,3,c,TSV,MC,0,这项,-,237,2.44,2.37,2,16
25,e4,3,c,TSV,MC,1,新锐,-,601,0.6,0.6,2,25
25,e4,3,c,TSV,MC,2,计划,-,530,3.96,3.53,2,10
25,e4,3,c,TSV,MC,3,同意,-,417,3.76,3.46,2,19
25,e4,3,c,TSV,MC,4,新政,-,528,0.9,0.9,2,22
25,e4,3,c,TSV,MC,5,的,-,522,6.23,3.8,1,8
25,e4,3,c,TSV,MC,6,人,-,471,5.29,3.8,1,2
25,e4,3,c,TSV,MC,7,通常,-,4206,3.36,3.22,2,21
25,e4,3,c,TSV,MC,8,都,-,338,5.25,3.8,1,10
25,e4,3,c,TSV,MC,9,同意,-,363,3.76,3.46,2,19
25,e4,3,c,TSV,MC,10,实施,-,432,2.62,2.53,2,17
25,e4,3,c,TSV,MC,11,而且,-,405,4.29,3.71,2,11
25,e4,3,c,TSV,MC,12,坚信,-,2626,2.6,2.52,2,16
25,e4,3,c,TSV,MC,13,有益。,-,386,2.23,2.21,2,16
25,e4,3,c,TSV,MC,?,N,1,2582,,,,
25,e4,4,a,TSV,RC,0,这门,-,225,3.64,3.64,2,10
25,e4,4,a,TSV,RC,1,古老,-,171,2.78,2.63,2,11
